board_pos,w_safety,b_safety,w_central,b_central,w_rating,b_rating,turn,square_0,square_1,square_2,square_3,square_4,square_5,square_6,square_7,square_8,square_9,square_10,square_11,square_12,square_13,square_14,square_15,square_16,square_17,square_18,square_19,square_20,square_21,square_22,square_23,square_24,square_25,square_26,square_27,square_28,square_29,square_30,square_31,square_32,square_33,square_34,square_35,square_36,square_37,square_38,square_39,square_40,square_41,square_42,square_43,square_44,square_45,square_46,square_47,square_48,square_49,square_50,square_51,square_52,square_53,square_54,square_55,square_56,square_57,square_58,square_59,square_60,square_61,square_62,square_63,1,2,3,4,5,6,7,8,a,b,c,d,e,f,g,h,columns_moved,ranks_moved,promote_q,promote_r,promote_b,promote_n
5rk1/1R3p2/p7/6N1/2P3bp/3r4/P4PPP/4R1K1 b - - 0 33,1,13,3,2,1272,1229,1,0,0,0,0,0,2,6,0,0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,7,0,0,0,4,1,0,0,0,2,0,0,0,0,7,0,0,0,0,7,7,7,0,0,0,0,8,0,12,0,,,,,,,,,,,,,,,,,,,,,,
2k1r2r/pppq4/2n4p/4Ppp1/1P6/2P1QN1P/P4PP1/R2R2K1 b - - 1 19,2,7,5,4,2190,2064,1,0,0,6,0,2,0,0,2,1,1,1,5,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,7,1,1,0,0,7,0,0,0,0,0,0,0,0,7,0,11,9,0,7,7,0,0,0,0,7,7,0,8,0,0,8,0,0,12,0,,,,,,,,,,,,,,,,,,,,,,
r2qkb1r/1p3p2/p2pbp2/1P1Np2p/P1Pp3P/3P2P1/4PPB1/R2Q1RK1 b kq - 0 15,5,5,3,5,1731,1678,1,2,0,0,5,6,4,0,2,0,1,0,0,0,1,0,0,1,0,0,1,4,1,0,0,0,7,0,9,1,0,0,1,7,0,7,1,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,7,7,10,0,8,0,0,11,0,8,12,0,,,,,,,,,,,,,,,,,,,,,,
8/2k2p1p/p2r4/1p3K2/6P1/8/7P/8 b - - 0 41,19,14,2,2,999,1024,1,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
8/2R2Rpp/3k4/8/3n4/P2B4/1r4PP/7K b - - 0 33,1,19,1,3,1968,1982,1,0,0,0,0,0,0,0,0,0,0,8,0,0,8,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,10,0,0,0,0,0,2,0,0,0,0,7,7,0,0,0,0,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,
r1b1k2r/ppb3pp/4q3/5p2/1P6/B1N1PBPP/5P2/R2Q1RK1 b kq - 1 19,3,16,3,3,1048,1142,1,2,0,4,0,6,0,0,2,1,1,4,0,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,10,0,9,0,7,10,7,7,0,0,0,0,0,7,0,0,8,0,0,11,0,8,12,0,,,,,,,,,,,,,,,,,,,,,,
2r3k1/b3qpp1/p6p/1p1RP3/1P6/P2Q1N1P/2r2PP1/5RK1 b - - 3 26,2,2,6,2,2047,2043,1,0,0,2,0,0,0,6,0,4,0,0,0,5,1,1,0,1,0,0,0,0,0,0,1,0,1,0,8,7,0,0,0,0,7,0,0,0,0,0,0,7,0,0,11,0,9,0,7,0,0,2,0,0,7,7,0,0,0,0,0,0,8,12,0,,,,,,,,,,,,,,,,,,,,,,
8/1p6/1P6/p7/P3k3/3N4/3Kp3/8 b - - 13 58,19,14,1,4,1055,936,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
rnbqkb1r/ppp1pppp/5n2/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3,4,4,3,3,1310,1281,0,2,3,4,5,6,4,0,2,1,1,1,0,1,1,1,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,7,7,7,0,7,7,7,7,8,9,10,11,12,10,0,8,,,,,,,,,,,,,,,,,,,,,,
6k1/1p1b2p1/p1pN1p2/5P2/6Q1/1P2B2r/1PP3K1/5R2 b - - 0 28,16,8,2,2,1453,1387,1,0,0,0,0,0,0,6,0,0,1,0,4,0,0,1,0,1,0,1,9,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,11,0,0,7,0,0,10,0,0,2,0,7,7,0,0,0,12,0,0,0,0,0,0,8,0,0,,,,,,,,,,,,,,,,,,,,,,
rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,4,1,2,1,1716,1649,0,2,3,4,5,6,4,3,2,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,0,7,7,7,8,9,10,11,12,10,9,8,,,,,,,,,,,,,,,,,,,,,,
1kr5/1p3p2/p5q1/3P3r/3Qp3/4P3/PP1KBP2/4RR2 w - - 2 31,10,8,6,4,2394,2346,0,0,6,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,5,0,0,0,0,7,0,0,0,2,0,0,0,11,1,0,0,0,0,0,0,0,7,0,0,0,7,7,0,12,10,7,0,0,0,0,0,0,8,8,0,0,,,,,,,,,,,,,,,,,,,,,,
r1bqkbnr/ppp2ppp/2np4/1B2p3/4P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 1 4,4,5,5,3,1493,1551,1,2,0,4,5,6,4,3,2,1,1,1,0,0,1,1,1,0,0,3,1,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,9,0,0,9,0,0,7,7,7,7,0,7,7,7,8,0,10,11,12,0,0,8,,,,,,,,,,,,,,,,,,,,,,
2K3k1/6p1/5p1p/3bp3/p3N2P/P5P1/5P2/8 w - - 1 35,19,3,1,5,987,1117,0,0,0,12,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,4,1,0,0,0,1,0,0,0,9,0,0,7,7,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
rnbqkb1r/1pppnppp/p3p3/8/3PP3/P1N5/1PP2PPP/R1BQKBNR b KQkq - 0 4,7,2,6,1,1786,1742,1,2,3,4,5,6,4,0,2,0,1,1,1,3,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,7,0,9,0,0,0,0,0,0,7,7,0,0,7,7,7,8,0,10,11,12,10,9,8,,,,,,,,,,,,,,,,,,,,,,
r2q1rk1/p4pbp/1p2b1p1/nN1pPp2/3P4/1Q2BN2/PP3PPP/2R2RK1 w - - 4 15,1,2,5,4,1613,1641,0,2,0,0,5,0,2,6,0,1,0,0,0,0,1,4,1,0,1,0,0,4,0,1,0,3,9,0,1,7,1,0,0,0,0,0,7,0,0,0,0,0,11,0,0,10,9,0,0,7,7,0,0,0,7,7,7,0,0,8,0,0,8,12,0,,,,,,,,,,,,,,,,,,,,,,
8/Q5N1/4ppk1/2BpP3/3P2q1/8/5P2/6K1 w - - 2 38,13,19,4,5,1336,1354,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,9,0,0,0,0,0,1,1,6,0,0,0,10,1,7,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,12,0,,,,,,,,,,,,,,,,,,,,,,
r4rk1/1p2bppp/1qn2n2/8/3P1B2/2N2N2/PPQ3PP/3R1RK1 w - - 5 17,7,1,5,4,1707,1715,0,2,0,0,0,0,2,6,0,0,1,0,0,4,1,1,1,0,5,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,9,0,0,9,0,0,7,7,11,0,0,0,7,7,0,0,0,8,0,8,12,0,,,,,,,,,,,,,,,,,,,,,,
5r2/pp1b1rk1/4p3/4P3/2pPP3/2P2N1R/Pn1B2PP/R5K1 w - - 1 29,7,19,6,1,1206,1122,0,0,0,0,0,0,2,0,0,1,1,0,4,0,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,1,7,7,0,0,0,0,0,7,0,0,9,0,8,7,3,0,10,0,0,7,7,8,0,0,0,0,0,12,0,,,,,,,,,,,,,,,,,,,,,,
rn1qkb1r/ppp1pppp/8/8/3PPnb1/5N2/PP3PPP/RNBQKB1R w KQkq - 1 6,7,7,5,2,1363,1391,0,2,3,0,5,6,4,0,2,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3,4,0,0,0,0,0,0,9,0,0,7,7,0,0,0,7,7,7,8,9,10,11,12,10,0,8,,,,,,,,,,,,,,,,,,,,,,
rnbqkbnr/pp2pppp/3p4/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4,10,2,4,1,2152,2097,1,2,3,4,5,6,4,3,2,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,7,7,7,8,9,10,11,12,10,0,8,,,,,,,,,,,,,,,,,,,,,,
4r1k1/pp1nrppp/1bpq1p2/3p4/1P1P4/2P1PNPP/P4P2/R2Q1KNR w - - 1 17,3,1,3,5,1306,1335,0,0,0,0,0,2,0,6,0,1,1,0,3,2,1,1,1,0,4,1,5,0,1,0,0,0,0,0,1,0,0,0,0,0,7,0,7,0,0,0,0,0,0,7,0,7,9,7,7,7,0,0,0,0,7,0,0,8,0,0,11,0,12,9,8,,,,,,,,,,,,,,,,,,,,,,
r1b1kb1r/ppqpnppp/2n1p3/2p1P3/8/2N2N2/PPPPQPPP/R1B1KB1R w KQkq - 5 6,7,2,5,3,1969,1922,0,2,0,4,0,6,4,0,2,1,1,5,1,3,1,1,1,0,0,3,0,1,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,7,7,7,7,11,7,7,7,8,0,10,0,12,10,0,8,,,,,,,,,,,,,,,,,,,,,,
4k2r/1bbrnppp/4p3/1Q1pP3/PN6/1P3N2/1K3PPP/2R4R b - - 4 23,8,5,4,4,2270,2239,1,0,0,0,0,6,0,0,2,0,4,4,2,3,1,1,1,0,0,0,0,1,0,0,0,0,11,0,1,7,0,0,0,7,9,0,0,0,0,0,0,0,7,0,0,0,9,0,0,0,12,0,0,0,7,7,7,0,0,8,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,
rnbqkbnr/pp4pp/2p1p3/3p1p2/3P1B2/2P1PN2/PP3PPP/RN1QKB1R b KQkq - 0 5,5,8,3,3,1908,1909,1,2,3,4,5,6,4,3,2,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,0,10,0,0,0,0,7,0,7,9,0,0,7,7,0,0,0,7,7,7,8,9,0,11,12,10,0,8,,,,,,,,,,,,,,,,,,,,,,
r3qrk1/2p1b1pp/pn2bp2/1p1pN3/3P4/1QPB4/PP2NPPP/R4RK1 w - - 0 16,1,2,6,4,1481,1427,0,2,0,0,0,5,2,6,0,0,0,1,0,4,0,1,1,1,3,0,0,4,1,0,0,0,1,0,1,9,0,0,0,0,0,0,7,0,0,0,0,0,11,7,10,0,0,0,0,7,7,0,0,9,7,7,7,8,0,0,0,0,8,12,0,,,,,,,,,,,,,,,,,,,,,,
r1b2rk1/ppb3pp/2n1p2B/4P3/8/5N2/PPP3PP/R2QK2R b KQ - 0 14,19,7,4,3,1153,1067,1,2,0,4,0,0,2,6,0,1,1,4,0,0,0,1,1,0,0,3,0,1,0,0,10,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7,7,7,0,0,0,7,7,8,0,0,11,12,0,0,8,,,,,,,,,,,,,,,,,,,,,,
r2q1rk1/1pp2ppp/p1np1n2/7b/1bP5/2N1PN1P/PP1BBPP1/R2QK2R w KQ - 1 11,8,1,4,4,1660,1683,0,2,0,0,5,0,2,6,0,0,1,1,0,0,1,1,1,1,0,3,1,0,3,0,0,0,0,0,0,0,0,0,4,0,4,7,0,0,0,0,0,0,0,9,0,7,9,0,7,7,7,0,10,10,7,7,0,8,0,0,11,12,0,0,8,,,,,,,,,,,,,,,,,,,,,,
k7/p4N2/1p4R1/3r1p2/3P3p/b3P2P/P4PPB/6K1 w - - 6 33,2,2,3,4,1265,1260,0,6,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,1,0,0,0,0,8,0,0,0,0,2,0,1,0,0,0,0,0,7,0,0,0,1,4,0,0,0,7,0,0,7,7,0,0,0,0,7,7,10,0,0,0,0,0,0,12,0,,,,,,,,,,,,,,,,,,,,,,
rn1qk2r/ppp1bppp/5n2/3p4/6b1/3P1N2/PPP1BPPP/RNBQ1RK1 w kq - 6 7,1,10,3,3,1988,1941,0,2,3,0,5,6,0,0,2,1,1,1,0,4,1,1,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,9,0,0,7,7,7,0,10,7,7,7,8,9,10,11,0,8,12,0,,,,,,,,,,,,,,,,,,,,,,
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,4,4,2,2,1357,1394,0,2,3,4,5,6,4,3,2,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,0,7,7,7,8,9,10,11,12,10,9,8,,,,,,,,,,,,,,,,,,,,,,
rnbqkbnr/pppppp1p/6p1/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,4,1,2,0,1558,1550,0,2,3,4,5,6,4,3,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,0,7,7,7,8,9,10,11,12,10,9,8,,,,,,,,,,,,,,,,,,,,,,
6k1/1b3p2/p1n1p1p1/1pP1P2p/5P2/6BQ/6PP/2qB2K1 w - - 1 33,4,5,2,3,1714,1716,0,0,0,0,0,0,0,6,0,0,4,0,0,0,1,0,0,1,0,3,0,1,0,1,0,0,1,7,0,7,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,7,7,0,0,5,10,0,0,12,0,,,,,,,,,,,,,,,,,,,,,,
2kr3r/ppp3p1/3b4/4pp1q/4Q1p1/3P2B1/PPP2PPN/R4RK1 w - - 0 18,7,7,5,4,1854,1911,0,0,0,6,2,0,0,0,2,1,1,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,5,0,0,0,0,11,0,1,0,0,0,0,7,0,0,10,0,7,7,7,0,0,7,7,9,8,0,0,0,0,8,12,0,,,,,,,,,,,,,,,,,,,,,,
rnbqkb1r/pp1ppp1p/5np1/4P3/3Q4/5N2/PPP2PPP/RNB1KB1R b KQkq - 0 5,13,1,6,2,1634,1646,1,2,3,4,5,6,4,0,2,1,1,0,1,1,1,0,1,0,0,0,0,0,3,1,0,0,0,0,0,7,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,9,0,0,7,7,7,0,0,7,7,7,8,9,10,0,12,10,0,8,,,,,,,,,,,,,,,,,,,,,,
2r1k2r/pppq1np1/3pN3/3Pp2p/4P1pP/3PP1P1/PPQ5/2R1K2R b Kk - 6 18,9,11,5,3,1625,1557,1,0,0,2,0,6,0,0,2,1,1,1,5,0,3,1,0,0,0,0,1,9,0,0,0,0,0,0,7,1,0,0,1,0,0,0,0,7,0,1,7,0,0,0,7,7,0,7,0,7,7,11,0,0,0,0,0,0,0,8,0,12,0,0,8,,,,,,,,,,,,,,,,,,,,,,
2bq1rk1/pp4pp/2p1P3/3p1B2/3P3r/5Q2/PPP3P1/4RRK1 w - - 0 27,13,7,4,4,1377,1334,0,0,0,4,5,0,2,6,0,1,1,0,0,0,0,1,1,0,0,1,0,7,0,0,0,0,0,0,1,0,10,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,11,0,0,7,7,7,0,0,0,7,0,0,0,0,0,8,8,12,0,,,,,,,,,,,,,,,,,,,,,,
5rk1/Q3p1b1/4p1p1/4n3/4B1p1/8/Pr3PPP/3RR1K1 b - - 0 22,1,14,4,3,2086,2121,1,0,0,0,0,0,2,6,0,11,0,0,0,1,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,7,2,0,0,0,7,7,7,0,0,0,8,8,0,12,0,,,,,,,,,,,,,,,,,,,,,,
rn1qr1k1/ppp2pp1/3b1n1p/3P4/2BP3B/2N5/PP2bPPP/R2Q1RK1 w - - 0 12,1,2,6,3,1975,1954,0,2,3,0,5,2,0,6,0,1,1,1,0,0,1,1,0,0,0,0,4,0,3,0,1,0,0,0,7,0,0,0,0,0,0,10,7,0,0,0,10,0,0,9,0,0,0,0,0,7,7,0,0,4,7,7,7,8,0,0,11,0,8,12,0,,,,,,,,,,,,,,,,,,,,,,
rnbqkbnr/pppp1ppp/4p3/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,7,2,5,1,1499,1464,1,2,3,4,5,6,4,3,2,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,7,7,7,8,9,10,11,12,10,9,8,,,,,,,,,,,,,,,,,,,,,,
6rk/p6p/3p1Q2/2p1n3/7P/1P1P4/4r1B1/2B2R1K b - - 0 33,10,7,3,4,1798,1743,1,0,0,0,0,0,0,2,6,1,0,0,0,0,0,0,1,0,0,0,1,0,11,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,7,0,7,0,7,0,0,0,0,0,0,0,0,2,0,10,0,0,0,10,0,0,8,0,12,,,,,,,,,,,,,,,,,,,,,,
r1bqr1k1/ppp2pbp/2n3p1/4p3/4PP2/1B3N2/PPP1Q1PP/R1B2RK1 w - - 0 12,4,2,5,4,1021,980,0,2,0,4,5,2,0,6,0,1,1,1,0,0,1,4,1,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,7,0,0,0,10,0,0,0,9,0,0,7,7,7,0,11,0,7,7,8,0,10,0,0,8,12,0,,,,,,,,,,,,,,,,,,,,,,
rnbqkbnr/pppppppp/8/8/8/4P3/PPPP1PPP/RNBQKBNR b KQkq - 0 1,2,1,1,0,1437,1428,1,2,3,4,5,6,4,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,7,7,7,0,7,7,7,8,9,10,11,12,10,9,8,,,,,,,,,,,,,,,,,,,,,,
8/r4kp1/5p1p/PR6/1P2PP2/1K4P1/7P/8 b - - 0 40,8,13,3,1,1832,1847,1,0,0,0,0,0,0,0,0,2,0,0,0,0,6,1,0,0,0,0,0,0,1,0,1,7,8,0,0,0,0,0,0,0,7,0,0,7,7,0,0,0,12,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2kr1b2/pp1q2p1/8/8/7n/8/PPPN1PPP/3RR1K1 b - - 1 24,1,13,2,2,1514,1503,1,0,0,6,2,0,4,0,0,1,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,7,7,9,0,7,7,7,0,0,0,8,8,0,12,0,,,,,,,,,,,,,,,,,,,,,,
3r2k1/p1p1qpp1/7p/4P3/5P2/2N5/PPPr1KPP/R4R2 w - - 1 22,11,2,4,3,1317,1301,0,0,0,0,2,0,0,6,0,1,0,1,0,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,7,7,7,2,0,12,7,7,8,0,0,0,0,8,0,0,,,,,,,,,,,,,,,,,,,,,,
5rk1/ppqn2pp/2pb4/3p4/3Pn3/2P1N1P1/PP2Q1KP/R1B5 b - - 7 21,13,7,4,5,1446,1449,1,0,0,0,0,0,2,6,0,1,1,5,3,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,3,0,0,0,0,0,7,0,9,0,7,0,7,7,0,0,11,0,12,7,8,0,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
rnb1kb1r/pppp1p2/4p2q/8/3P4/4P1P1/PPP2K1P/RN1Q1BNR b kq - 0 9,7,2,3,1,1236,1238,1,2,3,4,0,6,4,0,2,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,7,0,7,7,7,0,0,12,0,7,8,9,0,11,0,10,9,8,,,,,,,,,,,,,,,,,,,,,,
rnbqk1nr/pppp1pbp/4p1p1/8/3PP3/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 1 4,7,2,6,3,1936,1838,1,2,3,4,5,6,0,3,2,1,1,1,1,0,1,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,9,0,0,9,0,0,7,7,7,0,0,7,7,7,8,0,10,11,12,10,0,8,,,,,,,,,,,,,,,,,,,,,,
rnb5/ppp1kp2/1b1p4/3r3p/3P4/2P4P/PP1N2P1/2KR1B1R b - - 0 17,5,13,4,3,1440,1451,1,2,3,4,0,0,0,0,0,1,1,1,0,6,1,0,0,0,4,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,7,7,7,0,9,0,0,7,0,0,0,12,8,0,10,0,8,,,,,,,,,,,,,,,,,,,,,,
rnq1k2r/1p1b1n1p/p3p3/3pPpB1/3P4/P1NB3P/1P1Q1PP1/2R1K2R w Kkq - 3 16,10,8,5,4,1302,1298,0,2,3,5,0,6,0,0,2,0,1,0,4,0,3,0,1,1,0,0,0,1,0,0,0,0,0,0,1,7,1,10,0,0,0,0,7,0,0,0,0,7,0,9,10,0,0,0,7,0,7,0,11,0,7,7,0,0,0,8,0,12,0,0,8,,,,,,,,,,,,,,,,,,,,,,
1q4k1/6bp/1rp3p1/3p4/2nPp3/1N2P2P/2P1Q1P1/B1KR4 b - - 3 29,10,8,3,6,1993,2077,1,0,5,0,0,0,0,6,0,0,0,0,0,0,0,4,1,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,7,1,0,0,0,0,9,0,0,7,0,0,7,0,0,7,0,11,0,7,0,10,0,12,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
r2qr1k1/p1p1bppp/4bn2/1p2B3/4P3/1P1P2P1/P3NPBP/R2QK2R b KQ - 0 13,5,1,5,3,1500,1561,1,2,0,0,5,2,0,6,0,1,0,1,0,4,1,1,1,0,0,0,0,4,3,0,0,0,1,0,0,10,0,0,0,0,0,0,0,7,0,0,0,0,7,0,7,0,0,7,0,7,0,0,0,9,7,10,7,8,0,0,11,12,0,0,8,,,,,,,,,,,,,,,,,,,,,,
r2qk1nr/ppp2ppp/2n1N3/2bB4/3pP3/8/PPP2PPP/RNBQK2R b KQkq - 0 7,10,13,5,4,1383,1391,1,2,0,0,5,6,0,3,2,1,1,1,0,0,1,1,1,0,0,3,0,9,0,0,0,0,0,4,10,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,7,7,7,8,9,10,11,12,0,0,8,,,,,,,,,,,,,,,,,,,,,,
1krq3r/pp4p1/3b2Pp/2p1p3/3nP3/2N5/PPP5/R3KQNR w KQ - 6 28,16,4,3,4,1324,1380,0,0,6,2,5,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,4,0,0,7,1,0,0,1,0,1,0,0,0,0,0,0,3,7,0,0,0,0,0,9,0,0,0,0,0,7,7,7,0,0,0,0,0,8,0,0,0,12,11,9,8,,,,,,,,,,,,,,,,,,,,,,
r1b1k2r/pp1p1Qpp/3p4/4p3/2Bnn2q/8/PP1P2PP/RNB2K1R b kq - 1 12,13,10,1,6,1233,1150,1,2,0,4,0,6,0,0,2,1,1,0,1,0,11,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,3,3,0,0,5,0,0,0,0,0,0,0,0,7,7,0,7,0,0,7,7,8,9,10,0,0,12,0,8,,,,,,,,,,,,,,,,,,,,,,
rn5r/p1ppbqk1/1p2p1pp/4P2b/2PP4/3QB2P/PP3P2/R4KR1 b - - 3 19,13,7,6,1,1814,1756,1,2,3,0,0,0,0,0,2,1,0,1,1,4,5,6,0,0,1,0,0,1,0,1,1,0,0,0,0,7,0,0,4,0,0,7,7,0,0,0,0,0,0,0,11,10,0,0,7,7,7,0,0,0,7,0,0,8,0,0,0,0,12,8,0,,,,,,,,,,,,,,,,,,,,,,
r2q1r1k/ppp3pp/2nbQn2/6B1/3p4/5N2/PPP2PPP/R3R1K1 b - - 2 15,1,1,4,5,1666,1635,1,2,0,0,5,0,2,0,6,1,1,1,0,0,0,1,1,0,0,3,4,11,3,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,7,7,7,0,0,7,7,7,8,0,0,0,8,0,12,0,,,,,,,,,,,,,,,,,,,,,,
r1bqk1nr/ppp1ppbp/6p1/4P3/5P2/2NB1Q2/PPP3PP/R1B2RK1 b kq - 0 10,4,7,4,3,1120,1051,1,2,0,4,5,6,0,3,2,1,1,1,0,1,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,9,10,0,11,0,0,7,7,7,0,0,0,7,7,8,0,10,0,0,8,12,0,,,,,,,,,,,,,,,,,,,,,,
3r4/1k6/ppp5/P7/KP6/2P5/8/8 w - - 0 49,7,1,1,2,1500,1415,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,1,1,1,0,0,0,0,0,7,0,0,0,0,0,0,0,12,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
r4r2/1pp1q1pk/p1n1b2p/2P1p3/2P1N3/2BP1P2/P2N2QP/R4RK1 w - - 0 21,8,7,5,4,1469,1485,0,2,0,0,0,0,2,0,0,0,1,1,0,5,0,1,6,1,0,3,0,4,0,0,1,0,0,7,0,1,0,0,0,0,0,7,0,9,0,0,0,0,0,10,7,0,7,0,0,7,0,0,9,0,0,11,7,8,0,0,0,0,8,12,0,,,,,,,,,,,,,,,,,,,,,,
